EmployeeNumber	Age	Attrition	BusinessTravel	DailyRate	Department	DistanceFromHome	Education	EducationField	EnvironmentSatisfaction	Gender	HourlyRate	JobInvolvement	JobLevel	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	MonthlyRate	NumCompaniesWorked	OverTime	PercentSalaryHike	PerformanceRating	RelationshipSatisfaction	StockOptionLevel	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	YearsAtCompany	YearsInCurrentRole	YearsSinceLastPromotion	YearsWithCurrManager
1427	18	No	Non-Travel	676	Sales	2	3	Human Resources	3	Male	45	3	2	Manager	2	Single	8524	12849	3	No	25	3	3	0	0	2	3	0	0	0	0
529	31	No	Travel_Rarely	673	Research & Development	1	2	Technical Degree	3	Female	89	4	1	Research Scientist	2	Married	4140	18133	3	No	24	4	4	0	8	2	3	2	1	0	2
1252	43	No	Travel_Frequently	1345	Sales	20	1	Life Sciences	3	Female	33	3	2	Manager	4	Married	3707	8016	4	No	18	3	1	1	19	1	3	1	1	1	1
11	33	No	Travel_Rarely	233	Research & Development	5	4	Medical	4	Female	75	4	3	Laboratory Technician	4	Divorced	10014	17547	4	No	21	3	3	0	11	3	3	4	3	0	1
148	51	Yes	Travel_Rarely	1318	Human Resources	7	3	Medical	3	Male	74	3	3	Human Resources	2	Single	9756	10273	2	No	18	3	2	0	31	1	3	5	1	0	5
984	37	Yes	Travel_Frequently	994	Research & Development	8	3	Life Sciences	1	Male	54	4	1	Research Scientist	3	Married	5863	23946	1	Yes	12	3	2	2	13	1	4	1	1	0	0
283	30	No	Travel_Rarely	937	Research & Development	3	2	Life Sciences	2	Female	82	3	3	Laboratory Technician	2	Married	8842	11751	1	No	19	4	2	0	6	2	3	4	3	4	4
299	29	No	Travel_Rarely	810	Sales	4	4	Medical	4	Female	60	1	1	Manager	3	Single	3852	19300	4	No	16	3	3	2	5	1	2	0	0	0	0
630	42	No	Non-Travel	896	Sales	8	3	Life Sciences	3	Female	77	3	1	Sales Executive	1	Married	4387	3813	3	No	20	3	3	0	17	4	3	1	0	0	1
292	42	Yes	Travel_Frequently	159	Research & Development	27	2	Marketing	4	Female	76	2	2	Research Director	3	Married	5954	20355	2	No	11	3	3	1	21	2	3	6	4	4	1
1386	42	No	Travel_Frequently	1083	Sales	10	3	Human Resources	4	Male	83	1	2	Sales Representative	4	Married	6475	24338	2	Yes	20	3	4	0	18	5	3	1	0	1	1
1301	36	No	Non-Travel	283	Research & Development	1	3	Technical Degree	4	Male	79	1	2	Research Director	2	Divorced	6110	6790	3	No	15	3	4	1	15	3	3	7	0	0	1
1350	48	No	Non-Travel	1185	Research & Development	2	1	Life Sciences	4	Male	96	3	1	Healthcare Representative	3	Married	3608	9148	5	No	15	3	2	3	27	1	2	3	3	3	0
561	23	Yes	Travel_Rarely	665	Research & Development	3	1	Technical Degree	3	Female	77	2	2	Laboratory Technician	4	Married	7469	22999	4	No	25	3	2	2	4	1	2	1	1	0	1
553	28	No	Travel_Rarely	1426	Research & Development	18	2	Marketing	4	Male	71	4	3	Laboratory Technician	4	Single	8475	13893	2	No	16	3	1	0	6	3	2	6	1	0	0
130	36	No	Travel_Frequently	694	Research & Development	2	3	Technical Degree	3	Female	97	2	2	Healthcare Representative	1	Married	6544	22002	6	No	18	3	4	1	13	6	3	4	4	2	1
979	47	No	Travel_Frequently	1263	Research & Development	15	3	Life Sciences	3	Male	66	3	2	Laboratory Technician	2	Married	6825	20149	3	No	13	3	1	3	22	4	3	1	1	0	1
332	27	Yes	Travel_Rarely	512	Research & Development	6	4	Medical	3	Female	37	3	2	Healthcare Representative	1	Single	5549	20148	1	No	24	3	3	1	2	5	1	2	2	2	2
324	28	Yes	Travel_Frequently	264	Research & Development	4	4	Life Sciences	1	Male	51	3	1	Manager	3	Married	4449	25754	1	No	21	4	4	0	2	0	2	2	0	0	0
692	39	No	Travel_Rarely	1244	Sales	1	2	Life Sciences	1	Female	90	2	4	Sales Executive	4	Divorced	12510	13928	1	No	18	3	1	2	17	6	3	8	0	6	1
1416	34	No	Travel_Rarely	359	Research & Development	1	3	Life Sciences	4	Male	67	3	1	Manager	4	Married	4721	6569	1	No	12	3	2	1	13	4	3	1	1	1	1
1151	29	No	Travel_Rarely	929	Sales	8	3	Marketing	2	Male	65	3	2	Sales Representative	3	Divorced	7422	11853	3	Yes	17	4	1	2	6	3	2	6	1	2	0
136	36	No	Non-Travel	1467	Research & Development	17	1	Technical Degree	2	Female	90	1	1	Manager	3	Single	4023	6894	4	No	20	3	4	0	13	5	1	2	2	1	2
679	44	No	Non-Travel	194	Sales	7	1	Medical	4	Female	35	2	1	Sales Representative	4	Married	4923	8847	3	Yes	19	3	3	0	21	2	3	2	2	1	1
1413	42	Yes	Travel_Frequently	199	Research & Development	14	2	Other	3	Female	62	4	3	Research Scientist	4	Single	7378	25161	2	No	21	3	3	2	20	0	2	5	5	3	0
737	30	No	Travel_Rarely	1265	Sales	7	2	Other	4	Female	78	4	1	Manager	2	Single	6493	16567	2	No	21	3	2	2	9	2	3	0	0	0	0
436	35	No	Travel_Frequently	163	Human Resources	9	3	Medical	1	Female	83	2	1	Human Resources	4	Single	3412	2168	3	No	13	3	3	2	17	1	2	3	0	0	3
670	34	No	Travel_Rarely	473	Research & Development	6	5	Marketing	4	Male	33	2	3	Healthcare Representative	1	Married	8020	24908	1	No	21	3	3	0	9	6	3	8	8	3	1
866	46	No	Travel_Rarely	182	Research & Development	2	4	Technical Degree	1	Male	73	2	1	Laboratory Technician	4	Married	4599	14379	2	No	13	3	2	3	25	3	3	1	1	0	1
711	40	No	Travel_Rarely	503	Research & Development	22	4	Life Sciences	4	Male	41	4	1	Research Director	4	Married	3674	10454	1	No	15	3	3	0	19	6	3	2	1	0	1
799	29	No	Non-Travel	105	Sales	16	4	Life Sciences	4	Female	48	4	2	Manager	1	Single	6832	9808	6	No	16	3	2	0	3	4	3	3	0	3	1
159	42	No	Travel_Frequently	530	Research & Development	1	3	Life Sciences	1	Female	47	4	1	Research Scientist	1	Married	4979	6992	2	No	15	4	4	1	19	3	3	2	2	2	2
1028	37	No	Travel_Rarely	495	Human Resources	12	3	Medical	2	Female	66	4	1	Human Resources	3	Single	3241	16542	4	No	14	4	4	0	12	5	3	0	0	0	0
1308	18	No	Travel_Frequently	510	Research & Development	18	3	Marketing	3	Male	76	4	1	Manufacturing Director	3	Married	2197	4222	2	No	12	3	4	2	0	0	4	0	0	0	0
584	44	No	Travel_Rarely	1448	Sales	3	3	Medical	3	Male	64	4	3	Manager	3	Married	8558	9691	3	No	14	3	3	1	20	5	3	5	0	1	0
353	38	No	Travel_Rarely	455	Human Resources	23	3	Human Resources	2	Female	80	2	2	Human Resources	4	Married	5215	18775	4	Yes	13	3	2	0	17	1	4	4	4	0	4
1081	27	No	Travel_Rarely	784	Sales	2	3	Life Sciences	2	Male	75	1	2	Sales Representative	2	Single	6619	8922	2	No	14	3	3	1	3	4	2	2	0	0	2
1311	27	No	Travel_Frequently	1274	Research & Development	1	3	Technical Degree	3	Female	99	2	1	Manager	4	Divorced	2944	22228	0	No	22	3	2	1	6	6	3	3	1	1	3
545	45	No	Travel_Rarely	472	Sales	29	4	Life Sciences	3	Female	32	4	5	Manager	3	Married	14855	5298	1	Yes	19	3	2	2	18	6	4	16	0	0	9
571	39	No	Travel_Rarely	840	Research & Development	1	3	Human Resources	4	Male	99	3	1	Research Scientist	2	Married	2993	21625	3	No	18	3	4	1	20	4	2	0	0	0	0
600	40	No	Travel_Rarely	325	Research & Development	5	1	Life Sciences	3	Female	55	2	1	Research Director	3	Single	2970	23164	3	No	16	3	2	0	18	6	2	0	0	0	0
1340	26	No	Travel_Rarely	1197	Research & Development	7	1	Life Sciences	4	Male	74	1	2	Healthcare Representative	1	Divorced	6952	4553	3	No	20	3	3	0	0	3	3	0	0	0	0
196	28	Yes	Travel_Frequently	847	Sales	4	4	Human Resources	3	Male	57	2	1	Manager	2	Divorced	4334	23579	3	Yes	17	3	1	0	5	0	2	2	1	0	2
1349	27	No	Travel_Rarely	369	Sales	3	2	Life Sciences	2	Female	74	2	2	Manager	4	Divorced	6096	12519	3	No	18	3	3	0	5	6	3	5	0	0	2
721	46	No	Travel_Rarely	498	Research & Development	1	4	Technical Degree	3	Female	88	1	1	Research Director	3	Married	5527	2732	3	No	11	3	4	2	23	4	3	2	2	1	2
439	29	No	Travel_Rarely	962	Sales	29	3	Life Sciences	4	Male	85	4	2	Manager	3	Married	6347	9809	4	No	17	3	2	1	2	4	3	2	1	2	2
411	36	No	Travel_Rarely	983	Human Resources	18	3	Medical	3	Female	48	2	1	Manager	4	Single	4171	8086	3	No	11	3	2	0	12	5	3	1	1	0	1
97	35	Yes	Travel_Frequently	1304	Research & Development	16	3	Life Sciences	2	Female	90	4	1	Laboratory Technician	2	Single	4455	2114	2	Yes	20	3	4	0	14	3	3	1	1	1	1
1407	42	No	Travel_Frequently	778	Research & Development	23	3	Medical	2	Female	75	4	1	Research Director	1	Married	5521	2024	3	No	20	4	1	2	20	4	1	1	1	0	1
157	37	No	Travel_Rarely	486	Sales	1	3	Human Resources	3	Female	81	4	2	Manager	4	Single	7127	16306	5	No	24	3	2	1	8	1	3	4	2	0	1
420	31	No	Travel_Frequently	625	Human Resources	3	2	Medical	1	Female	96	3	3	Human Resources	1	Divorced	7456	7209	4	No	12	3	4	2	6	2	1	6	2	2	1
650	34	No	Travel_Rarely	356	Sales	6	1	Life Sciences	1	Male	94	2	3	Manager	2	Divorced	8966	4802	3	No	18	3	3	2	13	4	2	7	3	0	0
478	44	No	Travel_Rarely	202	Research & Development	1	3	Medical	4	Female	99	3	3	Research Director	4	Married	9450	20241	1	Yes	25	3	4	0	22	5	3	7	7	0	0
618	32	No	Travel_Rarely	1012	Research & Development	4	2	Life Sciences	2	Female	41	4	5	Healthcare Representative	4	Married	15505	9749	1	Yes	21	3	1	1	13	1	1	12	3	2	2
950	60	No	Travel_Rarely	222	Research & Development	1	3	Technical Degree	3	Male	67	2	3	Manager	2	Single	9192	19514	7	No	18	3	3	0	38	3	2	4	4	3	2
951	38	No	Travel_Rarely	993	Sales	1	1	Medical	3	Male	84	2	2	Sales Executive	1	Married	8862	15409	4	No	25	3	3	2	11	3	3	7	5	0	2
448	25	No	Travel_Rarely	1012	Sales	5	3	Life Sciences	3	Male	89	4	2	Manager	4	Single	7962	26473	2	No	24	4	4	1	2	6	3	2	2	0	1
179	22	No	Travel_Rarely	987	Human Resources	5	3	Life Sciences	3	Female	47	4	2	Manager	1	Married	5443	18946	3	No	24	3	4	1	0	1	3	0	0	0	0
391	35	No	Non-Travel	118	Research & Development	4	2	Life Sciences	4	Male	63	4	2	Research Scientist	1	Married	8184	20046	6	No	18	3	1	2	14	4	4	1	0	1	1
1305	41	No	Travel_Frequently	1237	Research & Development	2	4	Other	3	Female	76	2	2	Manager	3	Married	6868	17750	2	No	20	3	1	0	17	2	3	0	0	0	0
652	40	Yes	Travel_Rarely	1094	Human Resources	7	2	Life Sciences	4	Female	96	4	5	Human Resources	1	Single	14963	2767	3	Yes	23	3	3	1	17	2	4	13	7	1	0
1256	30	No	Travel_Rarely	479	Research & Development	1	4	Life Sciences	3	Female	59	3	1	Research Director	3	Divorced	4791	17914	4	No	17	3	3	0	10	0	1	3	2	0	3
614	52	No	Travel_Rarely	1330	Sales	7	2	Medical	3	Male	73	1	5	Sales Representative	2	Divorced	12692	11341	4	No	20	3	4	1	29	5	3	14	4	4	4
583	42	No	Travel_Rarely	172	Research & Development	1	2	Technical Degree	2	Male	96	3	2	Manager	4	Divorced	7122	22034	2	No	16	3	4	0	21	1	3	2	2	2	2
701	38	No	Non-Travel	413	Research & Development	2	3	Other	4	Female	42	4	1	Manager	2	Married	3758	26204	3	Yes	18	3	2	1	16	4	1	1	1	0	0
880	45	No	Travel_Rarely	1148	Research & Development	3	1	Life Sciences	2	Male	37	3	2	Laboratory Technician	4	Single	8793	24811	1	No	12	3	4	0	24	4	2	7	0	2	1
827	43	No	Travel_Rarely	858	Research & Development	17	3	Life Sciences	3	Female	89	4	4	Laboratory Technician	2	Married	12020	24263	3	No	11	3	3	0	27	4	2	8	3	0	6
756	30	Yes	Travel_Rarely	1278	Research & Development	5	4	Life Sciences	2	Female	35	2	2	Healthcare Representative	2	Married	7853	6193	1	No	13	4	4	1	6	2	3	1	1	1	1
715	23	No	Travel_Frequently	1321	Research & Development	1	2	Other	3	Male	72	2	1	Laboratory Technician	3	Single	4348	21291	2	No	15	3	4	1	0	6	3	0	0	0	0
295	22	No	Travel_Rarely	1256	Research & Development	1	4	Life Sciences	1	Female	99	4	1	Manager	4	Single	3866	24619	2	No	25	3	3	2	0	5	2	0	0	0	0
552	45	No	Non-Travel	1086	Research & Development	9	4	Technical Degree	3	Female	88	2	2	Manufacturing Director	4	Married	7415	4049	1	No	13	3	4	0	22	0	3	2	0	0	1
1374	40	No	Travel_Rarely	1408	Sales	1	5	Life Sciences	3	Male	96	4	3	Sales Executive	2	Married	10538	13464	1	Yes	20	3	4	1	20	1	2	10	2	1	3
89	36	Yes	Travel_Rarely	1343	Research & Development	15	4	Technical Degree	3	Female	45	2	1	Research Scientist	2	Married	4097	5854	4	No	11	3	1	2	12	4	2	0	0	0	0
1143	30	Yes	Travel_Rarely	602	Research & Development	1	4	Life Sciences	3	Male	55	4	1	Manufacturing Director	2	Divorced	4048	12472	3	No	15	3	4	2	9	4	1	2	2	0	0
945	38	Yes	Travel_Rarely	1424	Research & Development	1	2	Marketing	3	Male	94	3	1	Healthcare Representative	3	Married	4359	5761	0	No	19	3	4	2	14	3	4	1	0	0	0
585	39	No	Travel_Rarely	779	Sales	1	2	Life Sciences	4	Male	55	4	2	Sales Executive	2	Single	6869	4551	4	No	16	4	2	2	17	0	2	0	0	0	0
671	47	No	Travel_Frequently	418	Sales	1	3	Life Sciences	1	Female	89	4	2	Sales Executive	4	Married	8208	7340	6	No	18	4	2	0	28	3	4	3	0	3	2
1403	36	No	Travel_Rarely	1098	Research & Development	1	5	Medical	3	Male	52	4	4	Manager	1	Single	12037	5746	1	No	16	3	4	1	15	5	4	15	0	2	0
708	41	Yes	Travel_Frequently	942	Research & Development	3	3	Marketing	3	Female	43	2	3	Healthcare Representative	4	Single	10108	26398	4	Yes	17	3	4	2	14	0	4	4	0	0	0
959	31	Yes	Travel_Frequently	458	Research & Development	1	4	Life Sciences	4	Female	64	2	1	Manager	3	Married	4009	7739	2	No	13	3	3	0	10	2	3	0	0	0	0
291	41	No	Travel_Rarely	540	Research & Development	10	1	Life Sciences	4	Male	56	4	1	Manager	2	Married	6052	26613	3	No	18	3	3	1	18	1	3	3	0	1	2
1434	29	No	Travel_Rarely	458	Research & Development	7	4	Other	4	Female	78	4	2	Research Director	1	Single	6415	13036	3	No	23	3	2	0	9	2	3	1	1	1	0
706	40	No	Travel_Rarely	1430	Research & Development	1	2	Life Sciences	4	Male	82	4	3	Research Director	4	Married	8420	13755	1	No	16	4	1	1	17	5	3	10	0	0	3
349	38	No	Travel_Rarely	1224	Human Resources	3	1	Life Sciences	2	Male	85	3	1	Human Resources	2	Married	1999	4561	7	No	11	3	2	1	11	5	4	0	0	0	0
576	32	Yes	Non-Travel	1186	Research & Development	14	2	Life Sciences	3	Male	86	4	2	Manager	1	Single	8516	11010	3	No	22	4	1	2	8	6	3	4	0	0	1
1428	35	No	Travel_Rarely	891	Research & Development	7	2	Technical Degree	2	Male	93	2	2	Research Scientist	4	Divorced	7045	11412	3	No	19	3	3	1	12	2	3	6	0	3	1
702	40	No	Travel_Frequently	842	Research & Development	4	3	Life Sciences	4	Male	68	3	3	Manufacturing Director	2	Married	9841	16929	1	No	20	3	1	2	14	1	2	4	0	2	4
842	29	No	Travel_Rarely	311	Sales	13	5	Medical	1	Male	95	4	1	Sales Executive	4	Married	3149	24678	2	Yes	15	3	1	0	8	4	3	3	1	3	0
608	58	No	Travel_Rarely	1286	Research & Development	2	2	Medical	3	Male	99	2	3	Healthcare Representative	1	Married	10445	9032	3	No	12	4	3	2	31	3	3	7	2	3	2
459	36	No	Travel_Rarely	707	Research & Development	12	1	Other	3	Male	67	2	1	Laboratory Technician	3	Divorced	4976	22684	8	No	15	3	4	1	14	0	1	1	0	0	1
376	26	Yes	Travel_Rarely	684	Research & Development	10	3	Technical Degree	2	Female	74	3	2	Research Scientist	3	Divorced	7003	18720	3	Yes	22	3	3	3	3	4	2	3	3	2	0
334	35	No	Travel_Rarely	360	Sales	2	2	Life Sciences	4	Female	74	2	2	Manager	4	Married	6142	14359	0	No	22	3	3	3	13	2	3	1	1	1	1
1117	23	No	Travel_Rarely	228	Research & Development	1	1	Life Sciences	4	Male	33	4	1	Research Director	3	Married	4496	5930	2	No	16	3	2	1	2	0	2	2	1	0	0
1339	46	No	Travel_Rarely	843	Research & Development	10	4	Marketing	2	Male	73	2	1	Healthcare Representative	2	Divorced	6066	6143	2	No	22	3	4	0	24	0	2	0	0	0	0
723	45	Yes	Travel_Rarely	388	Research & Development	4	1	Marketing	1	Male	70	4	4	Laboratory Technician	3	Single	11177	18884	2	No	24	3	4	1	21	4	3	12	4	0	1
1405	44	Yes	Travel_Frequently	1114	Sales	17	4	Medical	1	Male	56	3	2	Sales Representative	3	Single	6224	24832	3	No	23	3	3	0	19	2	1	1	1	1	0
1263	34	No	Travel_Rarely	1185	Research & Development	1	3	Other	3	Male	86	3	3	Manager	1	Divorced	9299	10370	3	No	14	3	1	1	9	1	3	9	8	1	0
329	22	Yes	Travel_Rarely	1478	Human Resources	1	3	Medical	3	Male	89	4	1	Human Resources	1	Single	4653	17961	2	Yes	21	4	4	2	0	5	3	0	0	0	0
319	58	No	Non-Travel	1277	Research & Development	1	2	Other	4	Male	54	4	1	Research Scientist	3	Married	5011	3618	3	No	12	3	3	0	40	2	3	0	0	0	0
1166	26	No	Travel_Rarely	1079	Sales	11	3	Life Sciences	4	Male	60	3	2	Sales Executive	2	Married	6350	14663	3	Yes	16	4	1	0	3	5	2	0	0	0	0
968	27	No	Travel_Frequently	1451	Research & Development	2	3	Other	3	Male	65	4	2	Healthcare Representative	1	Divorced	6630	15499	3	No	21	3	4	1	3	6	3	3	0	0	3
13	29	No	Travel_Rarely	1256	Research & Development	8	3	Life Sciences	4	Female	81	4	3	Laboratory Technician	4	Divorced	10228	12782	1	No	15	3	1	1	8	2	3	5	5	0	3
172	29	No	Travel_Rarely	382	Research & Development	22	4	Other	2	Male	45	2	2	Manager	4	Divorced	8180	7478	3	No	23	3	1	2	8	4	3	5	1	4	3
261	42	No	Travel_Rarely	583	Research & Development	22	2	Life Sciences	3	Male	48	4	1	Laboratory Technician	3	Single	5664	19044	5	No	16	3	3	1	20	1	2	2	0	2	2
1392	36	Yes	Travel_Rarely	1401	Human Resources	1	3	Life Sciences	1	Male	49	2	4	Human Resources	2	Single	11728	5396	2	No	19	3	1	1	15	2	2	8	1	1	4
875	31	No	Travel_Rarely	1268	Research & Development	3	3	Life Sciences	3	Male	99	3	1	Laboratory Technician	1	Single	3406	15230	5	No	19	4	3	2	10	6	3	0	0	0	0
810	55	No	Travel_Rarely	177	Research & Development	2	4	Medical	3	Male	60	3	3	Manufacturing Director	4	Divorced	10776	19000	0	No	11	3	2	0	31	5	3	10	2	6	0
139	45	No	Travel_Frequently	1123	Research & Development	7	4	Life Sciences	4	Male	68	3	2	Manufacturing Director	1	Single	5636	10585	1	No	25	3	1	2	23	3	1	0	0	0	0
550	27	No	Travel_Rarely	174	Sales	16	2	Life Sciences	2	Female	81	2	2	Sales Representative	4	Married	7239	22966	3	No	23	3	1	1	8	0	3	3	1	1	3
622	36	No	Non-Travel	1390	Research & Development	8	2	Other	2	Female	40	4	4	Laboratory Technician	4	Divorced	10814	15518	0	No	18	3	4	1	14	0	1	8	3	0	1
860	33	No	Travel_Frequently	1036	Research & Development	5	2	Life Sciences	4	Male	99	2	1	Healthcare Representative	1	Married	3999	10566	2	No	22	3	2	0	11	3	2	1	1	1	1
1119	36	No	Travel_Rarely	896	Research & Development	1	4	Marketing	4	Male	77	2	1	Healthcare Representative	4	Divorced	5285	3101	1	No	16	3	3	2	12	0	3	1	0	1	1
559	29	No	Travel_Rarely	450	Research & Development	2	2	Life Sciences	1	Male	55	2	3	Manager	2	Married	9406	26196	3	No	25	3	4	0	6	5	4	6	0	2	6
140	21	No	Travel_Frequently	1417	Research & Development	9	2	Medical	4	Female	66	2	1	Manager	1	Married	3055	16764	1	No	14	3	3	2	0	1	2	0	0	0	0
1325	31	No	Travel_Rarely	1317	Research & Development	7	3	Life Sciences	3	Male	61	4	2	Manager	3	Married	5671	2775	4	No	17	3	4	2	9	5	3	3	1	1	2
887	20	No	Travel_Rarely	828	Research & Development	13	3	Life Sciences	4	Female	86	4	2	Healthcare Representative	2	Divorced	6706	8373	4	No	21	3	4	1	0	4	2	0	0	0	0
225	38	No	Travel_Rarely	875	Research & Development	1	4	Life Sciences	1	Male	32	2	2	Laboratory Technician	3	Single	6969	14770	1	No	25	3	3	3	18	5	3	0	0	0	0
1030	35	No	Travel_Frequently	382	Sales	1	4	Technical Degree	4	Female	74	1	3	Sales Executive	4	Single	8294	6855	2	No	23	3	3	0	17	1	3	6	1	2	6
410	24	Yes	Travel_Rarely	835	Human Resources	1	3	Marketing	4	Male	34	3	2	Human Resources	1	Single	6630	18423	1	Yes	25	3	2	2	0	5	1	0	0	0	0
326	35	No	Travel_Rarely	1484	Research & Development	3	2	Technical Degree	1	Male	36	1	2	Healthcare Representative	2	Single	7385	10705	0	Yes	16	4	3	0	12	1	3	3	3	0	0
300	35	No	Travel_Frequently	757	Research & Development	6	4	Technical Degree	4	Female	59	3	3	Research Director	2	Single	10429	25200	1	No	11	4	1	1	11	3	3	9	1	1	1
900	37	Yes	Travel_Rarely	470	Research & Development	7	3	Life Sciences	3	Female	35	2	2	Manager	1	Married	5308	10279	3	Yes	20	3	3	1	14	3	2	0	0	0	0
1229	53	No	Travel_Frequently	185	Research & Development	1	2	Life Sciences	2	Male	63	2	3	Healthcare Representative	4	Single	8914	15706	2	No	20	3	4	1	30	2	1	9	6	4	3
705	27	No	Travel_Rarely	211	Research & Development	7	3	Medical	4	Female	60	2	3	Manufacturing Director	2	Divorced	7645	11744	0	Yes	16	4	3	0	6	2	4	6	5	1	1
1406	32	No	Non-Travel	1127	Research & Development	2	3	Medical	4	Female	81	2	3	Laboratory Technician	2	Single	10044	24330	3	No	13	3	1	3	10	3	3	4	4	2	2
1183	31	No	Travel_Rarely	494	Research & Development	1	3	Marketing	3	Female	72	4	2	Research Director	4	Married	4938	26109	0	No	12	3	2	1	9	6	3	1	1	1	1
918	33	Yes	Travel_Rarely	1029	Sales	27	3	Life Sciences	1	Male	81	4	3	Manager	3	Single	8205	13366	5	No	20	3	3	0	11	3	3	7	0	1	6
574	31	No	Travel_Rarely	958	Sales	11	3	Other	2	Female	75	2	1	Manager	4	Divorced	4686	21192	2	Yes	24	3	4	0	8	3	3	2	1	0	2
504	43	Yes	Travel_Rarely	295	Research & Development	1	2	Life Sciences	1	Male	90	1	1	Healthcare Representative	3	Single	5513	19997	0	No	20	3	4	0	23	6	4	2	1	0	1
1329	34	No	Travel_Rarely	585	Research & Development	29	3	Other	4	Male	81	2	2	Research Scientist	4	Divorced	4939	10843	0	No	23	3	1	2	12	2	3	0	0	0	0
4	21	Yes	Travel_Rarely	1232	Research & Development	8	2	Other	4	Male	44	3	2	Research Scientist	3	Single	6552	16481	2	Yes	19	3	3	2	1	1	3	1	1	1	1
1176	29	No	Travel_Rarely	719	Research & Development	2	3	Marketing	3	Male	77	4	2	Manager	3	Single	6827	17242	1	Yes	20	3	3	2	6	0	2	6	1	2	0
468	47	Yes	Travel_Frequently	866	Research & Development	10	4	Life Sciences	1	Male	54	4	1	Manager	3	Married	4209	18151	2	Yes	16	3	1	2	23	3	2	0	0	0	0
322	36	No	Travel_Rarely	230	Research & Development	5	3	Medical	3	Male	70	4	2	Healthcare Representative	4	Single	6355	11910	1	No	15	3	2	0	13	6	2	4	4	2	2
6	36	No	Travel_Rarely	846	Research & Development	10	4	Life Sciences	4	Female	96	3	2	Laboratory Technician	4	Single	7071	3122	3	No	15	4	4	3	12	3	3	3	3	0	2
989	44	Yes	Non-Travel	1281	Research & Development	18	4	Technical Degree	3	Female	47	3	2	Laboratory Technician	1	Single	8031	2984	1	Yes	16	4	4	0	21	4	3	4	3	1	1
548	57	No	Travel_Rarely	1048	Research & Development	1	3	Human Resources	2	Male	98	4	4	Research Director	4	Married	12295	10695	2	Yes	18	4	2	1	34	1	3	10	0	1	1
1230	28	No	Travel_Rarely	985	Research & Development	5	3	Life Sciences	2	Female	68	4	1	Research Scientist	1	Single	3728	12941	1	Yes	23	4	1	0	3	6	1	1	0	0	1
40	54	No	Non-Travel	1402	Sales	3	2	Technical Degree	1	Male	55	3	2	Sales Executive	1	Single	6667	17262	1	No	17	4	1	2	31	1	2	0	0	0	0
543	42	No	Travel_Rarely	117	Research & Development	29	4	Other	1	Female	70	1	2	Research Scientist	4	Single	7004	6625	5	No	19	4	1	2	20	2	3	4	4	0	3
243	40	No	Travel_Rarely	940	Research & Development	1	2	Human Resources	4	Male	58	1	1	Healthcare Representative	4	Married	3866	2894	5	No	25	3	4	3	18	0	3	1	1	0	1
137	39	No	Travel_Frequently	597	Human Resources	6	3	Medical	4	Female	99	3	3	Manager	2	Divorced	9211	5206	3	Yes	20	3	4	0	17	0	2	6	3	1	0
1200	21	Yes	Travel_Rarely	1149	Sales	1	3	Marketing	3	Male	57	4	2	Sales Representative	1	Married	6508	4724	4	Yes	13	3	3	0	0	5	2	0	0	0	0
612	31	No	Travel_Rarely	659	Sales	4	3	Life Sciences	4	Male	89	4	2	Sales Executive	1	Divorced	6552	15278	2	Yes	25	4	4	2	8	1	4	0	0	0	0
786	36	No	Travel_Rarely	698	Research & Development	4	2	Other	3	Female	58	3	1	Research Director	2	Divorced	4515	16182	2	No	12	4	3	1	12	2	3	2	2	1	2
1475	46	No	Travel_Frequently	1098	Research & Development	6	4	Medical	4	Male	68	4	4	Manufacturing Director	4	Married	11534	23216	3	No	13	3	2	2	25	2	3	13	1	4	1
1080	38	Yes	Travel_Rarely	472	Sales	18	4	Technical Degree	4	Female	45	4	1	Sales Executive	2	Single	6552	14839	3	No	19	3	2	3	17	6	3	0	0	0	0
1381	33	No	Travel_Rarely	154	Sales	4	3	Life Sciences	4	Male	57	1	1	Sales Executive	2	Married	5160	8344	2	No	14	3	4	0	10	3	3	1	1	0	1
582	39	No	Travel_Rarely	701	Research & Development	15	3	Human Resources	4	Male	45	2	4	Laboratory Technician	1	Single	11891	9410	4	Yes	12	3	4	0	16	2	3	11	0	1	2
1490	42	Yes	Travel_Rarely	1474	Research & Development	5	3	Human Resources	1	Male	85	2	3	Healthcare Representative	3	Divorced	8893	5099	1	No	19	3	1	3	17	6	2	5	4	3	1
1085	30	No	Travel_Rarely	941	Sales	1	3	Marketing	3	Male	100	4	4	Sales Representative	2	Married	11514	7987	2	No	20	3	1	1	8	5	3	8	2	3	2
1404	44	No	Travel_Rarely	345	Sales	1	2	Technical Degree	2	Female	74	4	2	Sales Executive	1	Married	8292	8342	5	No	14	3	2	1	19	3	3	6	0	1	0
